,Exchange_rate,Differenced_Data
2023-02-01,0.8275405494869249,0.010346792847225617
2023-03-01,0.8238589553468446,-0.003681594140080291
2023-04-01,0.8034709946970915,-0.020387960649753123
2023-05-01,0.8010253123998718,-0.0024456822972196424
2023-06-01,0.7919537499010059,-0.009071562498865982
2023-07-01,0.7756146746296441,-0.016339075271361803
2023-08-01,0.7870297497245397,0.011415075094895588
2023-09-01,0.80768920119538,0.020659451470840362
2023-10-01,0.8213552361396304,0.013666034944250338
2023-11-01,0.804052424218059,-0.01730281192157135
2023-12-01,0.790076637433831,-0.01397578678422795
2024-01-01,0.7873395795606645,-0.0027370578731665818
