,Exchange_rate,Differenced_Data
2014-02-01,0.7317965605561654,-0.0025256600342297153
2014-03-01,0.7231703789412786,-0.008626181614886819
2014-04-01,0.724112961622013,0.0009425826807344384
2014-05-01,0.7278550112817527,0.003742049659739677
2014-06-01,0.735564545788893,0.007709534507140292
2014-07-01,0.7389344565137073,0.0033699107248142957
2014-08-01,0.7510326699211416,0.012098213407434333
2014-09-01,0.7758553805570642,0.024822710635922562
2014-10-01,0.7888301648655044,0.012974784308440235
2014-11-01,0.8017317405596087,0.012901575694104328
2014-12-01,0.8110957904128477,0.00936404985323902
2015-01-01,0.8609556607834696,0.049859870370621895
2015-02-01,0.8810572687224669,0.02010160793899729
2015-03-01,0.9242998428690267,0.04324257414655974
2015-04-01,0.9240436148586213,-0.00025622801040536825
2015-05-01,0.8954956568460642,-0.02854795801255705
2015-06-01,0.8907892392659896,-0.004706417580074618
2015-07-01,0.9093389106119851,0.0185496713459955
2015-08-01,0.8979885057471265,-0.01135040486485861
2015-09-01,0.890551251224508,-0.007437254522618564
2015-10-01,0.8906305664410402,7.931521653226081e-05
2015-11-01,0.9322270905192505,0.04159652407821024
2015-12-01,0.918357975939021,-0.013869114580229436
2016-01-01,0.921234454168586,0.0028764782295649383
2016-02-01,0.9015506671474938,-0.01968378702109219
2016-03-01,0.8981498113885397,-0.003400855758954102
2016-04-01,0.8813678829543451,-0.01678192843419457
2016-05-01,0.884016973125884,0.002649090171538915
2016-06-01,0.8903133903133903,0.006296417187506287
2016-07-01,0.9045680687471733,0.01425467843378303
2016-08-01,0.892299455697332,-0.012268613049841282
2016-09-01,0.8914244963451596,-0.0008749593521724108
2016-10-01,0.9079353550027238,0.016510858657564187
2016-11-01,0.9266123054114159,0.018676950408692106
2016-12-01,0.948316737790422,0.0217044323790061
2017-01-01,0.9402914903620123,-0.00802524742840971
2017-02-01,0.9389671361502347,-0.0013243542117775675
2017-03-01,0.9353661958656815,-0.0036009402845532668
2017-04-01,0.9333582228859437,-0.00200797297973776
2017-05-01,0.9049773755656109,-0.028380847320332858
2017-06-01,0.8902341315766047,-0.014743243989006172
2017-07-01,0.8673026886383347,-0.022931442938269986
2017-08-01,0.8465250148141877,-0.02077767382414697
2017-09-01,0.8394191219675984,-0.007105892846589357
2017-10-01,0.8507018290089324,0.01128270704133405
2017-11-01,0.8515711487694798,0.0008693197605473824
2017-12-01,0.8448800270361608,-0.006691121733318983
2018-01-01,0.8198737394441256,-0.02500628759203527
2018-02-01,0.8103727714748784,-0.009500967969247154
2018-03-01,0.8107669855683476,0.0003942140934691807
2018-04-01,0.8149959250203749,0.004228939452027292
2018-05-01,0.8458090163241141,0.030813091303739215
2018-06-01,0.8562376915831835,0.010428675259069431
2018-07-01,0.8557980316645271,-0.00043965991865646536
2018-08-01,0.8660258075690656,0.010227775904538494
2018-09-01,0.8571183680466272,-0.008907439522438332
2018-10-01,0.8704735376044568,0.01335516955782956
2018-11-01,0.8799718409010912,0.00949830329663437
2018-12-01,0.8787346221441126,-0.0012372187569785753
2019-01-01,0.8758101243650377,-0.002924497779074886
2019-02-01,0.8811349017534584,0.005324777388420743
2019-03-01,0.8852691218130312,0.004134220059572757
2019-04-01,0.8901548869503294,0.004885765137298215
2019-05-01,0.8938946992044337,0.0037398122541042467
2019-06-01,0.8853474988933157,-0.008547200311117997
2019-07-01,0.891981090000892,0.006633591107576331
2019-08-01,0.8985533291400845,0.006572239139192471
2019-09-01,0.9081827263645446,0.009629397224460101
2019-10-01,0.904322662325918,-0.0038600640386265983
2019-11-01,0.904895484571532,0.0005728222456140575
2019-12-01,0.8997660608241858,-0.005129423747346262
2020-01-01,0.9010632546404759,0.0012971938162901209
2020-02-01,0.9165062780680048,0.015443023427528901
2020-03-01,0.9053050878145935,-0.011201190253411264
2020-04-01,0.9198785760279643,0.014573488213370789
2020-05-01,0.9168423947923352,-0.0030361812356290985
2020-06-01,0.8881783462119194,-0.028664048580415824
2020-07-01,0.8704735376044568,-0.017704808607462597
2020-08-01,0.8452370890034654,-0.02523644860099139
2020-09-01,0.848536274925753,0.0032991859222876174
2020-10-01,0.849762066621346,0.0012257916955930037
2020-11-01,0.8455944529003889,-0.004167613720957086
2020-12-01,0.8218277449046679,-0.023766707995721004
2021-01-01,0.8211528986697323,-0.0006748462349356332
2021-02-01,0.8268562923763849,0.005703393706652626
2021-03-01,0.8401949252226517,0.013338632846266796
2021-04-01,0.8357709987463435,-0.004423926476308182
2021-05-01,0.8233163181294254,-0.012454680616918123
2021-06-01,0.8300132802124833,0.006696962083057922
2021-07-01,0.8459521191100584,0.01593883889757508
2021-08-01,0.8498342823149485,0.003882163204890099
2021-09-01,0.8499787505312366,0.00014446821628810724
2021-10-01,0.8620689655172414,0.012090214986004821
2021-11-01,0.8759635599159076,0.013894594398666138
2021-12-01,0.8848774444739402,0.008913884558032659
2022-01-01,0.8836264027569144,-0.0012510417170258359
2022-02-01,0.8811349017534584,-0.002491501003455965
2022-03-01,0.9075233687267447,0.02638846697328623
2022-04-01,0.9256687957048968,0.018145426978152135
2022-05-01,0.9463423866754992,0.020673590970602396
2022-06-01,0.9463423866754992,0.0
2022-07-01,0.983477576711251,0.03713519003575183
2022-08-01,0.9872642906506073,0.0037867139393562566
2022-09-01,1.0102030508132134,0.022938760162606098
2022-10-01,1.0149193139145438,0.004716263101330442
2022-11-01,0.9811616954474096,-0.03375761846713421
2022-12-01,0.9441979038806535,-0.03696379156675611
2023-01-01,0.9279020135473693,-0.016295890333284158
2023-02-01,0.9344047841524948,0.006502770605125496
